Frame,Theta,GMNIA_ALR_H,GMNIA_ALR_V,GNA_ALR_H,GNA_ALR_V,GNA_Notional_Loads_ALR_H,GNA_Notional_Loads_ALR_V,GMNIA_del2_over_del1,GNA_del2_over_del1,GNA_Notional_Loads_del2_over_del1
W8X31_x_1X2.1335999999999995,21.0,4.687502385092286,1.7993635797796603,4.779888230221745,1.8348271830712117,4.747299836859425,1.8223176708998299,1.0612671809661924,1.0625511270667163,1.0620978664909762
W8X31_x_1X2.1335999999999995,22.0,4.647390862887233,1.8776677903131218,4.750957972808065,1.91951161885509,4.7174394438272005,1.9059692540954047,1.0641063510471822,1.0656298404620155,1.0651362947110399
W8X31_x_1X2.1335999999999995,23.0,4.607404706668333,1.9557272660663085,4.721941335548248,2.0043451805593784,4.687566050581097,1.9897537377907943,1.0669519796471134,1.0687321187436587,1.0681972242625803
W8X31_x_1X2.1335999999999995,24.0,4.5675190702760995,2.0335905107806953,4.692740405018995,2.0893426410208553,4.657631068339643,2.073710957209052,1.0698058294054558,1.07185876412867,1.0712823625626333
W8X31_x_1X2.1335999999999995,25.0,4.525607730501129,2.1103255425381393,4.663449435472258,2.1746021851793187,4.627616003207991,2.1578927812965123,1.0726334728738927,1.0750136913546056,1.074393901078701
W8X31_x_1X2.1335999999999995,26.0,4.480992330363614,2.1855259886320173,4.634050072870516,2.2601772375849554,4.597502164287982,2.2423516315253273,1.0754192714126287,1.0781992354065062,1.0775341014208875
W8X31_x_1X2.1335999999999995,27.0,4.436504255324821,2.2605118248783254,4.604523694411504,2.346122005102769,4.567270616613722,2.3271406138928032,1.0782117279351366,1.0814178145166562,1.0807053023388362
W8X31_x_1X2.1335999999999995,28.0,4.39211595949231,2.335329480612967,4.574851360466567,2.432491616809421,4.536902132798782,2.4123136545341914,1.081012574679058,1.0846719380470156,1.0839099271741637
W8X31_x_1X2.1335999999999995,29.0,4.347800141801393,2.410024972508145,4.545013764825302,2.5193422688200915,4.4976329689240435,2.493078664786988,1.0838235645696925,1.087964214926949,1.0869665021528507
W8X31_x_1X2.1335999999999995,30.0,4.303529678510343,2.48464401835349,4.514991182962443,2.606731374872153,4.454806109477912,2.5719835064946617,1.0866464756662948,1.09129736270952,1.089969558458419
